PM2.5,PM10,SO2,NO2,CO,O3,date
5.0,30.0,10.0,5.0,200.0,83.0,2016-02-18
5.0,27.0,14.0,4.0,200.0,87.0,2016-02-18
5.0,23.0,14.0,3.0,300.0,90.0,2016-02-18
3.0,10.0,12.0,2.0,100.0,92.0,2016-02-18
6.0,25.0,12.0,2.0,200.0,94.0,2016-02-18
11.0,24.0,13.0,3.0,200.0,95.0,2016-02-18
4.0,21.0,13.0,3.0,200.0,96.0,2016-02-18
4.0,17.0,13.0,4.0,200.0,95.0,2016-02-18
8.0,17.0,11.0,3.0,100.0,90.0,2016-02-18
5.0,42.0,12.0,7.0,200.0,79.0,2016-02-18
12.0,22.0,12.0,4.0,200.0,79.0,2016-02-18
11.0,30.0,15.0,11.0,400.0,66.0,2016-02-18
9.0,18.0,13.0,3.0,200.0,81.0,2016-02-18
3.0,18.0,14.0,4.0,200.0,82.0,2016-02-18
4.0,17.0,14.0,4.0,200.0,77.0,2016-02-19
20.0,31.0,16.0,8.0,500.0,67.0,2016-02-19
17.0,26.0,4.0,7.0,400.0,64.0,2016-02-19
17.0,26.0,4.0,7.0,500.0,56.0,2016-02-19
23.0,25.0,6.0,13.0,600.0,44.0,2016-02-19
25.0,36.0,6.0,20.0,700.0,34.0,2016-02-19
29.0,40.0,7.0,28.0,1000.0,22.0,2016-02-19
31.0,34.0,6.0,28.0,800.0,22.0,2016-02-19
21.0,44.0,7.0,23.0,600.0,31.0,2016-02-19
35.0,83.0,14.0,24.0,700.0,42.0,2016-02-19
30.0,133.0,6.0,8.0,300.0,54.25,2016-02-19
24.0,57.0,2.0,3.0,200.0,66.5,2016-02-19
7.0,42.0,2.0,2.0,200.0,78.75,2016-02-19
6.0,34.0,2.0,2.0,200.0,91.0,2016-02-19
6.0,24.0,2.0,2.0,100.0,91.0,2016-02-19
4.0,11.0,2.0,2.0,100.0,91.0,2016-02-19
3.0,30.0,2.0,2.0,100.0,90.0,2016-02-19
3.0,18.0,2.0,2.0,200.0,89.0,2016-02-19
3.0,17.0,2.0,2.0,200.0,87.0,2016-02-19
4.0,16.0,2.0,2.0,200.0,85.0,2016-02-19
3.0,14.0,2.0,2.0,200.0,83.0,2016-02-19
3.0,14.0,2.0,2.0,200.0,81.0,2016-02-19
4.0,9.0,2.0,2.0,200.0,79.0,2016-02-19
9.0,12.0,2.0,2.0,200.0,79.0,2016-02-19
4.0,9.0,2.0,2.0,200.0,76.0,2016-02-20
4.0,8.0,2.0,2.0,200.0,78.0,2016-02-20
4.0,7.0,2.0,2.0,200.0,76.0,2016-02-20
6.0,11.0,2.0,4.0,200.0,72.0,2016-02-20
4.0,18.0,3.0,4.0,200.0,72.0,2016-02-20
6.0,9.0,4.0,4.0,200.0,70.0,2016-02-20
7.0,20.0,6.0,7.0,400.0,62.0,2016-02-20
16.0,16.0,8.0,12.0,500.0,53.0,2016-02-20
24.0,35.0,12.0,15.0,800.0,52.0,2016-02-20
30.0,40.0,11.0,11.0,500.0,66.0,2016-02-20
8.0,16.0,2.0,2.0,200.0,86.0,2016-02-20
13.0,17.0,2.0,2.0,200.0,88.0,2016-02-20
12.0,22.0,4.0,2.0,200.0,87.0,2016-02-20
16.0,25.0,6.0,3.0,300.0,89.0,2016-02-20
18.0,29.0,5.0,3.0,300.0,91.0,2016-02-20
17.0,34.0,5.0,3.0,300.0,90.0,2016-02-20
14.0,36.0,5.0,4.0,300.0,89.0,2016-02-20
16.0,45.0,6.0,6.0,300.0,85.0,2016-02-20
19.0,42.0,5.0,7.0,300.0,76.0,2016-02-20
23.0,47.0,6.0,10.0,500.0,63.0,2016-02-20
46.0,59.0,9.0,12.0,800.0,59.0,2016-02-20
17.0,29.0,3.0,5.0,400.0,67.0,2016-02-20
8.0,32.0,2.0,3.0,200.0,70.0,2016-02-20
31.0,44.0,4.0,8.0,800.0,57.0,2016-02-21
39.0,49.0,5.0,13.0,900.0,48.0,2016-02-21
26.0,36.0,3.0,9.0,800.0,48.0,2016-02-21
23.0,33.0,4.0,20.0,600.0,35.0,2016-02-21
16.0,24.0,3.0,8.0,500.0,43.5,2016-02-21
17.0,20.0,4.0,12.0,500.0,52.0,2016-02-21
18.0,34.0,5.0,13.0,700.0,44.0,2016-02-21
22.0,35.0,5.0,23.0,700.0,29.0,2016-02-21
24.0,35.0,4.0,17.0,600.0,30.0,2016-02-21
33.0,38.0,8.0,20.0,600.0,40.0,2016-02-21
31.0,42.0,11.0,18.0,600.0,51.0,2016-02-21
36.0,48.0,12.0,19.0,700.0,59.0,2016-02-21
76.0,93.0,24.0,29.0,1100.0,58.0,2016-02-21
82.0,111.0,23.0,34.0,1100.0,62.0,2016-02-21
90.0,105.0,26.0,55.0,1400.0,49.0,2016-02-21
83.0,121.0,24.0,44.0,1100.0,67.0,2016-02-21
83.0,143.0,27.0,29.0,900.0,84.0,2016-02-21
91.0,149.0,26.0,31.0,800.0,80.0,2016-02-21
98.0,165.0,29.0,36.0,900.0,68.0,2016-02-21
108.0,163.0,30.0,40.0,1000.0,58.0,2016-02-21
108.0,159.0,28.0,37.0,1000.0,54.0,2016-02-21
116.0,169.0,25.0,40.0,1200.0,44.0,2016-02-21
114.0,158.0,20.0,41.0,1200.0,34.0,2016-02-21
124.0,158.0,19.0,41.0,1200.0,32.0,2016-02-21
145.0,182.0,23.0,48.0,2200.0,28.0,2016-02-22
115.0,146.0,21.0,44.0,1300.0,27.0,2016-02-22
137.0,157.0,18.0,53.0,2100.0,15.0,2016-02-22
132.0,149.0,12.0,50.0,2100.0,10.0,2016-02-22
120.0,140.0,8.0,40.0,1400.0,11.5,2016-02-22
118.0,135.0,6.0,42.0,1500.0,13.0,2016-02-22
120.0,139.0,7.0,41.0,1400.0,14.0,2016-02-22
122.0,136.0,6.0,40.0,1300.0,14.0,2016-02-22
134.0,148.0,10.0,41.0,1500.0,16.0,2016-02-22
140.0,161.0,31.0,47.0,1700.0,19.0,2016-02-22
112.0,129.0,41.0,39.0,1400.0,43.0,2016-02-22
55.0,79.0,22.0,23.0,700.0,65.0,2016-02-22
44.0,84.0,16.0,21.0,700.0,71.0,2016-02-22
37.0,66.0,10.0,16.0,500.0,82.0,2016-02-22
11.0,29.0,2.0,7.0,300.0,93.0,2016-02-22
10.0,29.0,2.0,7.0,200.0,95.0,2016-02-22
6.0,31.0,2.0,6.0,200.0,95.0,2016-02-22
9.0,27.0,2.0,6.0,200.0,96.0,2016-02-22
7.0,43.0,2.0,7.0,200.0,93.0,2016-02-22
8.0,37.0,2.0,5.0,200.0,91.0,2016-02-22
11.0,31.0,2.0,5.0,200.0,88.0,2016-02-22
12.0,28.0,2.0,5.0,200.0,86.0,2016-02-22
10.0,25.0,4.0,6.0,200.0,82.0,2016-02-22
10.0,22.0,5.0,8.0,200.0,76.0,2016-02-22
12.0,19.0,4.0,6.0,200.0,78.0,2016-02-23
13.0,21.0,3.0,5.0,300.0,74.0,2016-02-23
20.0,24.0,3.0,7.0,300.0,66.0,2016-02-23
28.0,37.0,4.0,19.0,800.0,46.0,2016-02-23
16.0,16.0,3.0,9.0,300.0,64.0,2016-02-23
8.0,9.0,2.0,4.0,200.0,74.0,2016-02-23
7.0,11.0,4.0,6.0,300.0,71.0,2016-02-23
6.0,6.0,2.0,3.0,200.0,78.0,2016-02-23
7.0,13.0,2.0,2.0,300.0,78.0,2016-02-23
6.0,19.0,3.0,2.0,200.0,86.0,2016-02-23
8.0,14.0,4.0,2.0,300.0,86.0,2016-02-23
6.0,51.5,3.0,2.0,200.0,82.0,2016-02-23
4.0,89.0,2.0,2.0,200.0,84.0,2016-02-23
6.0,56.0,2.0,2.0,200.0,85.0,2016-02-23
8.0,49.0,2.0,2.0,200.0,85.0,2016-02-23
8.0,41.0,2.0,2.0,200.0,86.0,2016-02-23
3.0,39.0,2.0,2.0,200.0,86.0,2016-02-23
3.0,29.0,2.0,2.0,200.0,86.0,2016-02-23
7.0,27.0,2.0,2.0,200.0,86.0,2016-02-23
7.0,24.0,2.0,2.0,200.0,86.0,2016-02-23
9.0,17.0,3.0,2.0,200.0,83.0,2016-02-23
6.0,22.0,4.0,2.0,200.0,81.0,2016-02-23
9.0,22.0,3.0,2.0,200.0,83.0,2016-02-23
18.0,20.0,3.0,2.0,500.0,65.0,2016-02-23
25.0,26.0,3.0,2.0,600.0,63.0,2016-02-24
17.0,24.0,2.0,2.0,500.0,67.0,2016-02-24
19.0,24.0,2.0,2.0,500.0,58.0,2016-02-24
15.0,15.0,2.0,3.0,500.0,53.0,2016-02-24
17.0,21.0,2.0,5.0,600.0,46.0,2016-02-24
16.0,20.0,3.0,10.0,500.0,44.0,2016-02-24
18.0,23.0,2.0,9.0,500.0,39.0,2016-02-24
18.0,33.0,3.0,16.0,500.0,30.0,2016-02-24
32.0,45.0,6.0,18.0,1100.0,28.0,2016-02-24
41.0,54.0,9.0,17.0,1000.0,34.0,2016-02-24
35.0,43.0,11.0,15.0,800.0,47.0,2016-02-24
46.0,49.0,17.0,26.0,1000.0,46.0,2016-02-24
31.0,41.0,11.0,16.0,600.0,63.0,2016-02-24
15.0,21.0,7.0,2.0,300.0,82.0,2016-02-24
18.0,38.0,6.0,2.0,300.0,84.0,2016-02-24
17.0,38.0,6.0,3.0,300.0,86.0,2016-02-24
22.0,57.0,4.0,3.0,300.0,88.0,2016-02-24
21.0,101.0,4.0,3.0,300.0,83.0,2016-02-24
10.0,59.0,2.0,2.0,300.0,82.0,2016-02-24
6.0,67.0,2.0,2.0,200.0,83.0,2016-02-24
5.0,61.0,2.0,2.0,200.0,84.0,2016-02-24
6.0,58.0,2.0,2.0,200.0,77.0,2016-02-24
8.0,39.0,3.0,2.0,200.0,70.0,2016-02-24
12.0,40.0,2.0,2.0,300.0,62.0,2016-02-24
26.0,45.0,3.0,8.0,700.0,48.0,2016-02-25
14.0,40.0,3.0,2.0,500.0,55.0,2016-02-25
15.0,31.0,3.0,4.0,500.0,49.0,2016-02-25
13.0,30.0,4.0,9.0,400.0,42.0,2016-02-25
15.0,28.0,3.0,8.0,500.0,37.0,2016-02-25
13.0,22.0,5.0,13.0,700.0,39.0,2016-02-25
11.0,21.0,5.0,13.0,500.0,41.0,2016-02-25
13.0,26.0,6.0,15.0,600.0,39.0,2016-02-25
46.0,62.0,11.0,26.0,1000.0,31.0,2016-02-25
50.0,65.0,18.0,35.0,1200.0,25.0,2016-02-25
42.0,56.0,24.0,42.0,1200.0,26.0,2016-02-25
35.0,58.0,20.0,32.0,900.0,42.0,2016-02-25
31.0,51.0,13.0,22.0,600.0,56.0,2016-02-25
41.0,41.0,12.0,26.0,700.0,58.0,2016-02-25
49.0,63.0,15.0,34.0,900.0,56.0,2016-02-25
34.0,56.0,12.0,21.0,600.0,73.0,2016-02-25
18.0,58.0,6.0,10.0,300.0,85.0,2016-02-25
17.0,44.0,3.0,8.0,300.0,86.0,2016-02-25
5.0,35.0,2.0,3.0,200.0,87.0,2016-02-25
9.0,13.0,2.0,3.0,200.0,82.0,2016-02-25
8.0,12.0,2.0,2.0,200.0,78.0,2016-02-25
5.0,13.0,2.0,3.0,200.0,72.0,2016-02-25
5.0,15.0,2.0,9.0,200.0,65.0,2016-02-25
3.0,12.0,2.0,5.0,200.0,68.0,2016-02-25
9.0,12.0,2.0,5.0,300.0,65.0,2016-02-26
19.0,19.0,2.0,5.0,400.0,56.0,2016-02-26
11.0,11.0,2.0,6.0,300.0,57.0,2016-02-26
9.0,13.0,2.0,6.0,400.0,53.0,2016-02-26
8.0,15.0,3.0,10.0,400.0,50.0,2016-02-26
14.0,18.0,3.0,10.0,500.0,47.0,2016-02-26
16.0,16.0,2.0,9.0,400.0,47.0,2016-02-26
11.0,14.0,3.0,15.0,400.0,41.0,2016-02-26
14.0,33.0,3.0,10.0,400.0,49.0,2016-02-26
19.0,35.0,5.0,15.0,500.0,46.0,2016-02-26
19.0,21.0,9.0,12.0,500.0,60.0,2016-02-26
18.0,27.0,7.0,16.0,500.0,68.0,2016-02-26
25.0,36.0,11.0,21.0,600.0,75.0,2016-02-26
39.0,54.0,15.0,23.0,800.0,74.0,2016-02-26
41.0,62.0,12.0,20.0,700.0,87.0,2016-02-26
48.0,77.0,15.0,22.0,700.0,91.0,2016-02-26
44.0,76.0,16.0,24.0,700.0,87.0,2016-02-26
60.0,101.0,17.0,28.0,700.0,83.0,2016-02-26
62.0,83.0,17.0,33.0,900.0,75.0,2016-02-26
61.0,93.0,15.0,29.0,800.0,68.0,2016-02-26
53.0,88.0,15.0,25.0,800.0,71.0,2016-02-26
34.0,65.0,9.0,15.0,500.0,75.0,2016-02-26
7.0,20.0,3.0,5.0,200.0,82.0,2016-02-26
7.0,10.0,3.0,6.0,200.0,80.0,2016-02-26
4.0,10.0,2.0,4.0,200.0,84.0,2016-02-27
6.0,7.0,2.0,4.0,200.0,83.0,2016-02-27
3.0,5.0,3.0,5.0,200.0,83.0,2016-02-27
3.0,5.0,2.0,3.0,200.0,88.0,2016-02-27
3.0,5.0,4.0,5.0,200.0,77.0,2016-02-27
7.0,7.0,4.0,4.0,300.0,73.0,2016-02-27
14.0,15.0,5.0,8.0,700.0,64.0,2016-02-27
10.0,17.0,5.0,14.0,600.0,50.0,2016-02-27
14.0,28.0,6.0,14.0,500.0,50.0,2016-02-27
12.0,23.0,6.0,8.0,300.0,68.0,2016-02-27
11.0,11.0,5.0,7.0,300.0,72.0,2016-02-27
14.0,17.0,5.0,8.0,300.0,75.0,2016-02-27
14.0,16.0,6.0,10.0,400.0,74.0,2016-02-27
19.0,20.0,8.0,13.0,400.0,73.0,2016-02-27
17.0,22.0,8.0,13.0,400.0,76.0,2016-02-27
19.0,33.0,8.0,17.0,500.0,75.0,2016-02-27
20.0,40.0,8.0,23.0,500.0,72.0,2016-02-27
28.0,37.0,9.0,22.0,700.0,74.0,2016-02-27
33.0,41.0,10.0,26.0,700.0,68.0,2016-02-27
27.0,38.0,11.0,24.0,700.0,68.0,2016-02-27
16.0,21.0,8.0,15.0,400.0,75.0,2016-02-27
13.0,24.0,8.0,15.0,500.0,67.0,2016-02-27
52.0,54.0,13.0,29.0,1200.0,40.0,2016-02-27
34.0,37.0,9.0,25.0,800.0,46.0,2016-02-27
30.0,30.0,9.0,18.0,500.0,56.0,2016-02-28
14.0,14.0,5.0,5.0,300.0,82.0,2016-02-28
4.0,5.0,4.0,3.0,300.0,84.0,2016-02-28
19.0,29.0,5.0,26.0,700.0,45.0,2016-02-28
46.0,48.0,7.0,46.0,1100.0,14.0,2016-02-28
37.0,46.0,4.0,37.0,900.0,14.0,2016-02-28
37.0,39.0,4.0,37.0,1000.0,13.0,2016-02-28
32.0,33.0,4.0,33.0,1000.0,16.0,2016-02-28
25.0,36.0,5.0,22.0,800.0,28.0,2016-02-28
53.0,66.0,11.0,31.0,900.0,31.0,2016-02-28
14.0,19.0,9.0,8.0,400.0,68.0,2016-02-28
13.0,23.0,6.0,6.0,400.0,75.0,2016-02-28
9.0,34.0,4.0,3.0,300.0,83.0,2016-02-28
6.0,34.0,3.0,2.0,200.0,88.0,2016-02-28
7.0,78.0,2.0,2.0,200.0,90.0,2016-02-28
11.0,112.0,2.0,2.0,200.0,88.0,2016-02-28
12.0,114.0,2.0,2.0,200.0,90.0,2016-02-28
10.0,57.0,2.0,2.0,200.0,91.0,2016-02-28
5.0,25.0,2.0,2.0,200.0,90.0,2016-02-28
3.0,19.0,2.0,2.0,200.0,89.0,2016-02-28
8.0,18.0,2.0,2.0,200.0,87.0,2016-02-28
4.0,14.0,2.0,2.0,200.0,86.0,2016-02-28
10.0,11.0,2.0,2.0,200.0,84.0,2016-02-28
8.0,8.0,3.0,2.0,200.0,83.0,2016-02-28
9.0,9.0,3.0,2.0,200.0,80.0,2016-02-29
6.0,10.0,3.0,2.0,300.0,80.0,2016-02-29
8.0,11.0,2.0,2.0,300.0,79.0,2016-02-29
10.0,10.0,2.0,2.0,200.0,78.0,2016-02-29
9.0,9.0,3.0,2.0,200.0,76.0,2016-02-29
9.0,17.0,2.0,3.0,200.0,77.0,2016-02-29
6.0,6.0,2.0,6.0,200.0,72.0,2016-02-29
7.0,13.0,4.0,11.0,300.0,62.0,2016-02-29
23.0,40.0,14.0,36.0,1000.0,31.0,2016-02-29
41.0,56.0,17.0,43.0,1100.0,29.0,2016-02-29
32.0,40.0,10.0,23.0,700.0,54.0,2016-02-29
23.0,27.0,6.0,14.0,500.0,67.0,2016-02-29
25.0,29.0,7.0,20.0,500.0,63.0,2016-02-29
21.0,25.0,8.0,20.0,500.0,68.0,2016-02-29
24.0,36.0,9.0,23.0,600.0,69.0,2016-02-29
31.0,37.0,11.0,37.0,700.0,61.0,2016-02-29
40.0,55.0,14.0,40.0,800.0,66.0,2016-02-29
51.0,68.0,16.0,34.0,700.0,74.0,2016-02-29
65.0,91.0,22.0,40.0,900.0,67.0,2016-02-29
55.0,79.0,18.0,31.0,1400.0,49.0,2016-02-29
45.0,74.0,14.0,27.0,1300.0,44.0,2016-02-29
66.0,74.0,12.0,28.0,1300.0,38.0,2016-02-29
83.0,94.0,17.0,33.0,1800.0,32.0,2016-02-29
74.0,82.0,13.0,31.0,1500.0,32.0,2016-03-01
80.0,92.0,16.0,33.0,2000.0,31.0,2016-03-01
70.0,80.0,13.0,30.0,1500.0,31.0,2016-03-01
74.0,82.0,11.0,28.0,1500.0,27.0,2016-03-01
70.0,77.0,9.0,31.0,1600.0,20.0,2016-03-01
67.0,74.0,8.0,31.0,1400.0,20.0,2016-03-01
68.0,77.0,8.0,29.0,1300.0,20.0,2016-03-01
71.0,88.0,8.0,30.0,1300.0,20.0,2016-03-01
79.0,96.0,9.0,26.0,1600.0,23.0,2016-03-01
84.0,100.0,14.0,27.0,1500.0,33.0,2016-03-01
83.0,90.0,21.0,33.0,1400.0,42.0,2016-03-01
93.0,99.0,22.0,37.0,1500.0,50.0,2016-03-01
114.0,138.0,28.0,57.0,1900.0,45.0,2016-03-01
114.0,130.0,26.0,56.0,1800.0,53.0,2016-03-01
111.0,125.0,28.0,54.0,1800.0,66.0,2016-03-01
121.0,135.0,31.0,61.0,2000.0,67.0,2016-03-01
123.0,133.0,28.0,82.0,2100.0,51.0,2016-03-01
122.0,125.0,26.0,91.0,2000.0,41.0,2016-03-01
121.0,145.0,25.0,103.0,2100.0,25.0,2016-03-01
122.0,149.0,20.0,95.0,2100.0,21.0,2016-03-01
152.0,152.0,24.0,93.0,2500.0,15.0,2016-03-01
141.0,141.0,25.0,81.0,2300.0,24.0,2016-03-01
127.0,127.0,17.0,75.0,2100.0,21.0,2016-03-01
162.0,162.0,21.0,77.0,3000.0,17.0,2016-03-01
205.0,205.0,22.0,78.0,3200.0,11.0,2016-03-02
169.0,169.0,22.0,73.0,3200.0,11.0,2016-03-02
136.0,136.0,13.0,58.0,2100.0,15.0,2016-03-02
130.0,130.0,12.0,54.0,1500.0,15.0,2016-03-02
131.0,131.0,14.0,54.0,1500.0,19.0,2016-03-02
133.0,133.0,16.0,47.0,1500.0,23.0,2016-03-02
136.0,136.0,15.0,47.0,1500.0,22.0,2016-03-02
144.0,144.0,15.0,51.0,1900.0,16.0,2016-03-02
140.0,140.0,16.0,47.0,1600.0,19.0,2016-03-02
143.0,156.0,21.0,49.0,1900.0,58.0,2016-03-02
140.0,140.0,26.0,52.0,1500.0,45.0,2016-03-02
157.0,157.0,29.0,59.0,1600.0,60.0,2016-03-02
189.0,206.0,32.0,88.0,2300.0,53.0,2016-03-02
168.0,168.0,27.0,70.0,1800.0,75.0,2016-03-02
78.0,81.0,12.0,34.0,700.0,89.0,2016-03-02
24.0,55.0,8.0,14.0,400.0,103.0,2016-03-02
65.0,74.0,14.0,58.0,1000.0,80.0,2016-03-02
97.0,108.0,16.0,85.0,1300.0,71.0,2016-03-02
111.0,128.0,21.0,80.0,1300.0,75.0,2016-03-02
125.0,146.0,22.0,75.0,1400.0,71.0,2016-03-02
145.0,151.0,21.0,75.0,1700.0,48.0,2016-03-02
160.0,161.0,25.0,66.0,2100.0,51.0,2016-03-02
145.0,145.0,20.0,60.0,1600.0,48.0,2016-03-02
135.0,135.0,20.0,57.0,1500.0,45.0,2016-03-02
202.0,202.0,23.0,59.0,3100.0,38.0,2016-03-03
188.0,188.0,18.0,50.0,2100.0,36.0,2016-03-03
147.0,147.0,16.0,47.0,1600.0,35.0,2016-03-03
148.0,148.0,16.0,46.0,1500.0,34.0,2016-03-03
157.0,157.0,18.0,47.0,1700.0,29.0,2016-03-03
152.0,152.0,16.0,47.0,1500.0,27.0,2016-03-03
150.0,150.0,16.0,49.0,1500.0,23.0,2016-03-03
155.0,155.0,16.0,56.0,1600.0,17.0,2016-03-03
177.0,177.0,18.0,61.0,2200.0,13.0,2016-03-03
187.0,202.0,22.0,65.0,1900.0,11.0,2016-03-03
215.0,215.0,36.0,71.0,2100.0,24.0,2016-03-03
219.0,228.0,45.0,91.0,2200.0,31.0,2016-03-03
246.0,246.0,50.0,85.0,2400.0,56.0,2016-03-03
295.0,295.0,53.0,87.0,2700.0,67.0,2016-03-03
308.0,308.0,54.0,82.0,2600.0,86.0,2016-03-03
318.0,318.0,53.0,88.0,2600.0,90.0,2016-03-03
326.0,326.0,53.0,94.0,2700.0,91.0,2016-03-03
338.0,338.0,51.0,96.0,2700.0,93.0,2016-03-03
345.0,345.0,42.0,99.0,2800.0,82.0,2016-03-03
355.0,355.0,28.0,93.0,2900.0,61.0,2016-03-03
354.0,354.0,23.0,92.0,2900.0,44.0,2016-03-03
353.0,353.0,27.0,88.0,3200.0,43.0,2016-03-03
338.0,338.0,25.0,72.0,2700.0,52.0,2016-03-03
386.0,386.0,22.0,73.0,3600.0,42.0,2016-03-03
398.0,398.0,21.0,71.0,3500.0,36.0,2016-03-04
375.0,375.0,21.0,67.0,3500.0,36.0,2016-03-04
352.0,352.0,16.0,59.0,2800.0,36.0,2016-03-04
370.0,370.0,13.0,60.0,2900.0,32.0,2016-03-04
361.0,361.0,12.0,65.0,3100.0,15.0,2016-03-04
361.0,361.0,11.0,58.0,3500.0,15.0,2016-03-04
373.0,373.0,11.0,67.0,3900.0,8.0,2016-03-04
376.0,376.0,12.0,71.0,3600.0,4.0,2016-03-04
416.0,416.0,17.0,79.0,4500.0,2.0,2016-03-04
474.0,474.0,24.0,77.0,5200.0,4.0,2016-03-04
446.0,446.0,46.0,95.0,4800.0,6.0,2016-03-04
427.0,427.0,59.0,108.0,5000.0,12.0,2016-03-04
428.0,428.0,63.0,120.0,5300.0,12.0,2016-03-04
438.0,438.0,59.0,126.0,5400.0,8.0,2016-03-04
446.0,446.0,58.0,124.0,5500.0,184.0,2016-03-04
464.0,464.0,59.0,147.0,6000.0,4.0,2016-03-04
462.0,462.0,58.0,150.0,5800.0,6.0,2016-03-04
423.0,424.0,53.0,139.0,4700.0,13.0,2016-03-04
393.0,393.0,43.0,123.0,4400.0,16.0,2016-03-04
413.0,413.0,32.0,109.0,4200.0,13.0,2016-03-04
59.0,59.0,20.0,19.0,800.0,72.0,2016-03-04
42.0,42.0,13.0,12.0,500.0,173.0,2016-03-04
46.0,46.0,11.0,13.0,500.0,76.0,2016-03-04
48.0,83.0,7.0,7.0,400.0,79.0,2016-03-04
100.0,431.0,4.0,6.0,400.0,74.0,2016-03-05
84.0,490.0,2.0,3.0,300.0,77.0,2016-03-05
70.0,415.0,2.0,2.0,300.0,77.0,2016-03-05
71.0,428.0,2.0,2.0,300.0,82.0,2016-03-05
69.0,469.0,2.0,2.0,300.0,81.0,2016-03-05
72.0,460.0,2.0,2.0,200.0,80.0,2016-03-05
63.0,416.0,2.0,2.0,300.0,79.0,2016-03-05
55.0,352.0,2.0,2.0,300.0,77.0,2016-03-05
48.0,337.0,2.0,2.0,300.0,77.0,2016-03-05
50.0,310.0,2.0,2.0,300.0,73.0,2016-03-05
51.0,319.0,2.0,2.0,300.0,75.0,2016-03-05
47.0,298.0,2.0,2.0,300.0,78.0,2016-03-05
53.0,326.0,2.0,2.0,300.0,78.0,2016-03-05
51.0,306.0,2.0,2.0,300.0,80.0,2016-03-05
46.0,278.0,2.0,2.0,300.0,81.0,2016-03-05
44.0,263.0,2.0,2.0,300.0,82.0,2016-03-05
46.0,263.0,2.0,2.0,300.0,80.0,2016-03-05
50.0,261.0,2.0,2.0,300.0,82.0,2016-03-05
52.0,238.0,2.0,2.0,300.0,80.0,2016-03-05
53.0,240.0,2.0,2.0,300.0,77.0,2016-03-05
43.0,178.0,2.0,2.0,300.0,74.0,2016-03-05
38.0,168.0,2.0,2.0,400.0,68.0,2016-03-05
52.0,168.0,5.0,8.0,600.0,49.0,2016-03-05
46.0,134.0,2.0,3.0,500.0,55.0,2016-03-05
35.0,120.0,2.0,4.0,400.0,54.0,2016-03-06
32.0,114.0,2.0,6.0,600.0,47.0,2016-03-06
37.0,112.0,3.0,7.0,700.0,41.0,2016-03-06
27.0,102.0,2.0,3.0,400.0,46.0,2016-03-06
28.0,101.0,2.0,3.0,400.0,48.0,2016-03-06
27.0,120.0,3.0,9.0,400.0,50.0,2016-03-06
32.0,117.0,3.0,12.0,400.0,43.0,2016-03-06
38.0,115.0,5.0,21.0,600.0,32.0,2016-03-06
62.0,209.0,9.0,39.0,1200.0,17.0,2016-03-06
66.0,174.0,11.0,36.0,800.0,20.0,2016-03-06
66.0,162.0,17.0,48.0,900.0,15.0,2016-03-06
51.0,142.0,12.0,36.0,700.0,37.0,2016-03-06
48.0,147.0,13.0,45.0,900.0,35.0,2016-03-06
37.0,117.0,8.0,26.0,600.0,57.0,2016-03-06
58.0,163.0,22.0,29.0,1100.0,61.0,2016-03-06
75.0,241.0,24.0,31.0,1200.0,69.0,2016-03-06
73.0,236.0,22.0,32.0,1100.0,69.0,2016-03-06
80.0,257.0,21.0,33.0,1000.0,69.0,2016-03-06
98.0,296.0,24.0,45.0,1100.0,54.0,2016-03-06
95.0,287.0,18.0,45.0,1200.0,42.0,2016-03-06
111.0,256.0,19.0,45.0,1500.0,33.0,2016-03-06
92.0,240.0,17.0,38.0,1200.0,42.0,2016-03-06
90.0,244.0,16.0,43.0,1200.0,32.0,2016-03-06
84.0,219.0,11.0,47.0,1100.0,17.0,2016-03-06
82.0,206.0,10.0,42.0,1000.0,22.0,2016-03-07
82.0,195.0,12.0,31.0,1200.0,35.0,2016-03-07
77.0,188.0,13.0,30.0,1000.0,35.0,2016-03-07
68.0,165.0,18.0,34.0,900.0,31.0,2016-03-07
44.0,97.0,17.0,29.0,700.0,38.0,2016-03-07
30.0,67.0,11.0,24.0,600.0,42.0,2016-03-07
18.0,55.0,7.0,14.0,500.0,53.0,2016-03-07
13.0,59.0,7.0,15.0,400.0,51.0,2016-03-07
14.0,75.0,8.0,19.0,500.0,46.0,2016-03-07
19.0,61.0,9.0,13.0,500.0,60.0,2016-03-07
11.0,42.0,6.0,9.0,400.0,69.0,2016-03-07
11.0,55.0,4.0,7.0,300.0,75.0,2016-03-07
8.666666666666666,70.66666666666667,3.0,7.0,300.0,68.0,2016-03-07
6.333333333333333,86.33333333333333,2.0,2.0,200.0,78.0,2016-03-07
4.0,102.0,2.0,2.0,200.0,84.0,2016-03-07
5.0,83.0,2.0,2.0,200.0,87.0,2016-03-07
5.0,78.0,2.0,2.0,200.0,87.0,2016-03-07
7.0,85.0,2.0,2.0,200.0,83.0,2016-03-07
7.0,81.0,2.0,2.0,200.0,81.0,2016-03-07
9.0,56.0,2.0,2.0,300.0,82.0,2016-03-07
5.0,45.0,2.0,2.0,200.0,82.0,2016-03-07
4.0,49.0,2.0,2.0,200.0,81.0,2016-03-07
9.0,64.0,2.0,2.0,200.0,80.0,2016-03-07
15.0,147.0,2.0,2.0,200.0,79.0,2016-03-07
12.0,104.0,2.0,2.0,200.0,77.0,2016-03-08
